epoch,training_loss,validation_loss,training_acc,validation_acc
0,2756.0423172712326,162.66128706932068,0.4982333333333333,0.6772
1,nan,nan,0.10058333333333333,0.1
2,nan,nan,0.1,0.1
3,nan,nan,0.1,0.1
4,nan,nan,0.1,0.1
5,nan,nan,0.1,0.1
6,nan,nan,0.1,0.1
7,nan,nan,0.1,0.1
8,nan,nan,0.1,0.1
9,nan,nan,0.1,0.1
10,nan,nan,0.1,0.1
11,nan,nan,0.1,0.1
12,nan,nan,0.1,0.1
13,nan,nan,0.1,0.1
14,nan,nan,0.1,0.1
15,nan,nan,0.1,0.1
16,nan,nan,0.1,0.1
17,nan,nan,0.1,0.1
18,nan,nan,0.1,0.1
19,nan,nan,0.1,0.1
20,nan,nan,0.1,0.1
21,nan,nan,0.1,0.1
22,nan,nan,0.1,0.1
23,nan,nan,0.1,0.1
24,nan,nan,0.1,0.1
25,nan,nan,0.1,0.1
26,nan,nan,0.1,0.1
27,nan,nan,0.1,0.1
28,nan,nan,0.1,0.1
29,nan,nan,0.1,0.1
30,nan,nan,0.1,0.1
31,nan,nan,0.1,0.1
32,nan,nan,0.1,0.1
33,nan,nan,0.1,0.1
34,nan,nan,0.1,0.1
35,nan,nan,0.1,0.1
36,nan,nan,0.1,0.1
37,nan,nan,0.1,0.1
38,nan,nan,0.1,0.1
39,nan,nan,0.1,0.1
40,nan,nan,0.1,0.1
41,nan,nan,0.1,0.1
42,nan,nan,0.1,0.1
43,nan,nan,0.1,0.1
44,nan,nan,0.1,0.1
45,nan,nan,0.1,0.1
46,nan,nan,0.1,0.1
47,nan,nan,0.1,0.1
48,nan,nan,0.1,0.1
49,nan,nan,0.1,0.1
50,nan,nan,0.1,0.1
51,nan,nan,0.1,0.1
52,nan,nan,0.1,0.1
53,nan,nan,0.1,0.1
54,nan,nan,0.1,0.1
55,nan,nan,0.1,0.1
56,nan,nan,0.1,0.1
57,nan,nan,0.1,0.1
58,nan,nan,0.1,0.1
59,nan,nan,0.1,0.1
60,nan,nan,0.1,0.1
61,nan,nan,0.1,0.1
62,nan,nan,0.1,0.1
63,nan,nan,0.1,0.1
64,nan,nan,0.1,0.1
65,nan,nan,0.1,0.1
66,nan,nan,0.1,0.1
67,nan,nan,0.1,0.1
68,nan,nan,0.1,0.1
69,nan,nan,0.1,0.1
70,nan,nan,0.1,0.1
71,nan,nan,0.1,0.1
72,nan,nan,0.1,0.1
73,nan,nan,0.1,0.1
74,nan,nan,0.1,0.1
75,nan,nan,0.1,0.1
76,nan,nan,0.1,0.1
77,nan,nan,0.1,0.1
78,nan,nan,0.1,0.1
79,nan,nan,0.1,0.1
80,nan,nan,0.1,0.1
81,nan,nan,0.1,0.1
82,nan,nan,0.1,0.1
83,nan,nan,0.1,0.1
84,nan,nan,0.1,0.1
85,nan,nan,0.1,0.1
86,nan,nan,0.1,0.1
87,nan,nan,0.1,0.1
88,nan,nan,0.1,0.1
89,nan,nan,0.1,0.1
90,nan,nan,0.1,0.1
91,nan,nan,0.1,0.1
92,nan,nan,0.1,0.1
93,nan,nan,0.1,0.1
94,nan,nan,0.1,0.1
95,nan,nan,0.1,0.1
96,nan,nan,0.1,0.1
97,nan,nan,0.1,0.1
98,nan,nan,0.1,0.1
99,nan,nan,0.1,0.1
